	XM_001662595.2	XM_001657462.3	XM_021847043.1	XM_001664194.2	XM_021851049.1	XM_001649790.2	XM_021850261.1	XM_001652683.2	XM_021841341.1	XM_001648700.2	XM_021857384.1	XM_021852340.1	XM_001649087.2	XM_021853012.1	XM_021851750.1	XM_021840622.1	XM_001657120.2	XM_021851332.1	XM_021846286.1
SRR11006572	0.875	0.9375	0.9375	1.125	1.0	1.125	1.25	0.875	0.9375	1.0	1.0	1.0625	1.1875	1.0625	1.125	1.125	1.1875	1.0625	0.9375
SRR11006496	1.0	1.1176470588235294	1.2352941176470589	0.9411764705882353	1.0	0.9411764705882353	0.9411764705882353	0.9117647058823529	1.0	0.9411764705882353	0.9411764705882353	1.0	1.0588235294117647	1.2941176470588236	1.0588235294117647	1.0588235294117647	0.9411764705882353	1.2352941176470589	1.0588235294117647
SRR11006918	0.9444444444444444	0.8333333333333334	1.1111111111111112	1.0	1.0555555555555556	1.0555555555555556	1.0555555555555556	0.9444444444444444	1.1111111111111112	1.0555555555555556	0.9444444444444444	1.1111111111111112	1.2222222222222223	1.1111111111111112	1.0555555555555556	1.0555555555555556	1.0	1.0555555555555556	0.8888888888888888
ERR4065469	1.0	1.0	1.1428571428571428	1.1428571428571428	1.0	0.8571428571428571	1.0	0.5714285714285714	1.0	0.7142857142857143	1.1428571428571428	1.1428571428571428	1.1428571428571428	1.0	1.1428571428571428	1.0	0.8571428571428571	1.2857142857142858	4.428571428571429
SRR11100197	1.0	0.6666666666666666	1.0	1.0	1.0	0.9166666666666666	1.0	0.9166666666666666	0.9166666666666666	0.8333333333333334	0.9166666666666666	0.9166666666666666	0.5833333333333334	1.0833333333333333	1.1666666666666667	1.0	0.75	0.9166666666666666	0.8333333333333334
SRR11196609	0.9545454545454546	1.1363636363636365	1.0	1.0	0.9545454545454546	1.0	0.9545454545454546	0.9545454545454546	1.2272727272727273	1.0454545454545454	1.1818181818181819	1.2272727272727273	1.0909090909090908	1.0454545454545454	0.8636363636363636	0.9545454545454546	0.9090909090909091	1.0909090909090908	1.4545454545454546
ERR4065458	1.2	1.2	1.2	1.2	1.0	1.0	1.0	1.2	1.0	1.2	0.8	1.2	1.0	1.2	1.2	1.2	1.0	1.0	0.8
SRR11196657	1.0	0.7916666666666666	1.1666666666666667	1.0	0.9583333333333334	1.0833333333333333	1.0416666666666667	0.9166666666666666	1.0416666666666667	0.9583333333333334	0.9583333333333334	1.125	1.0	1.0833333333333333	1.0833333333333333	1.0416666666666667	1.125	1.2083333333333333	0.9583333333333334
SRR11006822	0.9411764705882353	0.9411764705882353	0.9411764705882353	1.1764705882352942	1.0	0.8235294117647058	0.8823529411764706	1.0588235294117647	1.0	1.0	0.9411764705882353	1.0588235294117647	1.0588235294117647	1.0588235294117647	1.2352941176470589	1.0588235294117647	0.6470588235294118	1.0	1.1764705882352942
SRR11006539	0.9473684210526315	1.0526315789473684	1.0526315789473684	1.0526315789473684	0.8947368421052632	0.8947368421052632	1.0526315789473684	0.6842105263157895	1.105263157894737	0.9473684210526315	1.1578947368421053	1.0526315789473684	1.0526315789473684	1.105263157894737	1.105263157894737	1.105263157894737	0.9473684210526315	1.0	0.7894736842105263
SRR11196652	1.1304347826086956	1.173913043478261	1.0434782608695652	1.0434782608695652	1.0434782608695652	1.1304347826086956	1.0	0.9130434782608695	1.0869565217391304	0.8695652173913043	1.0	1.1304347826086956	0.9565217391304348	0.8260869565217391	1.0217391304347827	0.9130434782608695	0.9565217391304348	1.0	3.9565217391304346
SRR5562853	1.0	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.2222222222222223	0.8888888888888888	1.0	1.2222222222222223	1.2222222222222223	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.1111111111111112	0.8888888888888888	1.3333333333333333	0.8888888888888888	1.1111111111111112	1.1111111111111112	0.7777777777777778
SRR11006818	1.0	1.0	1.1176470588235294	1.1764705882352942	1.0588235294117647	0.9411764705882353	1.1764705882352942	0.8235294117647058	1.0588235294117647	0.9411764705882353	0.8823529411764706	1.0588235294117647	0.8823529411764706	0.9411764705882353	1.0	0.9411764705882353	1.0	1.0	0.9411764705882353
SRR11237931	0.8	1.2	1.2	0.8	1.0	1.0	0.8	1.0	0.8	1.0	0.8	1.2	1.4	0.8	1.4	1.0	1.2	1.0	0.4
SRR11006500	0.9	0.85	1.1	0.95	0.95	0.85	1.05	0.8	0.95	1.0	1.15	1.05	1.25	1.05	0.95	1.05	1.0	0.85	1.0
SRR11006711	0.7777777777777778	0.9444444444444444	1.1111111111111112	1.0555555555555556	1.1111111111111112	1.0	0.9444444444444444	0.7222222222222222	1.1666666666666667	1.0	0.8888888888888888	1.1666666666666667	1.1666666666666667	1.1666666666666667	1.0555555555555556	1.1111111111111112	1.0555555555555556	1.1111111111111112	0.8888888888888888
ERR4065471	0.8181818181818182	0.9090909090909091	1.0	1.0	0.9090909090909091	1.0	1.0	0.7272727272727273	1.1818181818181819	0.8181818181818182	0.9090909090909091	1.0909090909090908	1.0909090909090908	1.0	1.0909090909090908	1.0	0.9090909090909091	1.0909090909090908	3.5454545454545454
SRR11006804	1.0	0.9473684210526315	1.2105263157894737	1.0	0.8421052631578947	1.105263157894737	0.7894736842105263	0.7894736842105263	1.105263157894737	1.105263157894737	1.0526315789473684	1.105263157894737	0.8947368421052632	1.0526315789473684	0.9473684210526315	0.9473684210526315	1.2105263157894737	1.105263157894737	0.6842105263157895
SRR11006657	0.9565217391304348	1.0	1.0434782608695652	1.1304347826086956	1.0	0.8695652173913043	0.9565217391304348	0.6956521739130435	0.9130434782608695	0.9130434782608695	1.0869565217391304	1.0869565217391304	0.9130434782608695	0.9130434782608695	1.1521739130434783	0.9130434782608695	1.0	1.0869565217391304	0.6521739130434783
SRR11006509	0.9473684210526315	0.9473684210526315	1.1578947368421053	1.105263157894737	1.0	0.9473684210526315	1.1578947368421053	0.9473684210526315	1.0526315789473684	1.105263157894737	0.8421052631578947	0.9473684210526315	1.105263157894737	1.0526315789473684	1.0	1.0	1.0526315789473684	1.0	0.7368421052631579
SRR11006573	1.0	0.95	1.2	1.05	0.9	1.1	0.95	0.75	0.95	1.1	0.9	1.0	1.1	1.05	0.95	1.1	1.15	1.0	0.95
SRR11238017	0.875	1.0	0.875	1.0	1.0	0.875	1.125	1.0	1.0625	1.0	0.875	1.125	1.5	1.0	1.375	0.75	1.125	0.75	0.75
SRR11006480	0.8888888888888888	1.0555555555555556	1.1111111111111112	1.0	1.0	1.0555555555555556	1.0	0.7777777777777778	0.9444444444444444	0.9444444444444444	0.9444444444444444	1.0555555555555556	1.0	1.0555555555555556	1.3611111111111112	1.1666666666666667	1.1111111111111112	1.1111111111111112	0.8333333333333334
SRR11006555	1.125	1.0	1.125	1.03125	1.0625	0.9375	1.0625	0.75	1.125	1.0	0.9375	1.25	1.125	1.0625	1.3125	1.125	1.375	1.125	1.0625
SRR11196615	1.0	0.9130434782608695	1.0	1.0	1.0	1.1304347826086956	0.9565217391304348	0.9130434782608695	1.1304347826086956	0.8260869565217391	0.9565217391304348	1.0434782608695652	1.0869565217391304	1.0869565217391304	1.173913043478261	0.9130434782608695	1.0434782608695652	1.0869565217391304	9.304347826086957
SRR11196623	0.9047619047619048	0.9523809523809523	1.0	1.0	1.0476190476190477	1.0952380952380953	1.0	0.9047619047619048	1.0476190476190477	0.9523809523809523	0.9523809523809523	1.0	0.9523809523809523	0.9523809523809523	0.9523809523809523	0.9523809523809523	0.9523809523809523	1.1904761904761905	0.5714285714285714
SRR11006614	1.0	0.9375	1.25	1.0625	1.0	0.8125	1.0625	0.875	1.0625	0.9375	0.9375	1.1875	0.875	1.25	1.3125	1.125	1.1875	1.0625	0.9375
SRR11100168	1.0	1.0	1.0625	1.0625	0.875	1.0	1.0	0.875	1.0	0.875	0.9375	0.9375	1.0	1.0625	0.875	0.9375	0.9375	0.8125	1.875
SRR11006896	1.1111111111111112	1.1111111111111112	1.2222222222222223	0.9444444444444444	1.0	1.0555555555555556	1.0555555555555556	0.7777777777777778	1.0	1.0555555555555556	0.9444444444444444	1.1666666666666667	1.0555555555555556	1.0	1.0555555555555556	1.0	1.1666666666666667	1.2222222222222223	1.0
SRR11196637	0.9615384615384616	1.1538461538461537	1.0769230769230769	1.0769230769230769	1.0384615384615385	0.8461538461538461	1.0769230769230769	1.0	1.0769230769230769	1.0384615384615385	0.8076923076923077	1.1153846153846154	1.1538461538461537	1.0769230769230769	1.1923076923076923	1.0384615384615385	1.1153846153846154	1.0	0.9230769230769231
SRR11100119	1.0	1.2	1.1	0.9	0.9	0.9	0.9	0.7	1.1	0.9	1.0	1.1	1.35	1.4	1.1	1.1	1.35	1.0	0.9
SRR11237987	1.0	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	1.0	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.1428571428571428	1.1428571428571428	1.0	0.8571428571428571	0.8571428571428571	8.571428571428571
SRR11006880	1.173913043478261	0.9565217391304348	0.9565217391304348	1.0434782608695652	1.0434782608695652	1.0	0.9130434782608695	0.8260869565217391	1.0652173913043477	0.8695652173913043	0.9565217391304348	1.0869565217391304	1.0869565217391304	1.0869565217391304	0.9347826086956521	1.0	1.2608695652173914	0.9565217391304348	0.9130434782608695
SRR11237959	1.0	1.0833333333333333	1.1666666666666667	0.8333333333333334	0.8333333333333334	0.9166666666666666	1.0833333333333333	1.0833333333333333	1.0	1.0833333333333333	1.0	1.0833333333333333	1.0833333333333333	1.25	1.0833333333333333	1.0	1.0	1.1666666666666667	4.083333333333333
SRR11100152	1.1538461538461537	1.1153846153846154	0.9230769230769231	0.9230769230769231	0.9230769230769231	0.7692307692307693	1.0769230769230769	1.0	1.1538461538461537	0.9230769230769231	1.1538461538461537	1.1538461538461537	1.0	1.0	1.0	1.0	0.9230769230769231	1.0769230769230769	1.3846153846153846
SRR11237961	1.0	0.8571428571428571	1.0	1.0	1.0	1.1428571428571428	1.1428571428571428	0.7142857142857143	1.0	0.8571428571428571	1.2857142857142858	1.1428571428571428	0.8571428571428571	1.1428571428571428	1.2857142857142858	1.1428571428571428	1.7142857142857142	1.1428571428571428	0.42857142857142855
SRR11006910	1.2222222222222223	0.9444444444444444	1.2222222222222223	1.0555555555555556	0.9444444444444444	1.1666666666666667	0.9444444444444444	0.8888888888888888	1.1111111111111112	0.9444444444444444	1.0	1.0	0.9444444444444444	1.1111111111111112	1.0	0.9444444444444444	1.0	1.1111111111111112	0.5555555555555556
SRR11196668	0.8846153846153846	0.9230769230769231	1.1153846153846154	0.9230769230769231	0.9615384615384616	1.0	1.0	0.8846153846153846	1.0	0.9615384615384616	1.1153846153846154	1.0769230769230769	1.0	1.0769230769230769	1.0384615384615385	1.0769230769230769	1.0	1.0769230769230769	0.8076923076923077
SRR11006831	1.0	0.7142857142857143	1.1428571428571428	0.9523809523809523	0.9523809523809523	0.9523809523809523	0.9523809523809523	0.9047619047619048	1.1428571428571428	0.9047619047619048	0.9523809523809523	1.0476190476190477	1.0476190476190477	1.0476190476190477	1.2380952380952381	0.9523809523809523	1.1428571428571428	0.9523809523809523	0.7619047619047619
SRR11006925	1.105263157894737	0.8947368421052632	1.1578947368421053	1.0	0.9473684210526315	0.9473684210526315	1.105263157894737	0.9473684210526315	0.8947368421052632	0.8947368421052632	1.0526315789473684	1.0526315789473684	1.0	1.0	1.0	0.8947368421052632	1.0	1.0526315789473684	0.8947368421052632
SRR5562860	1.0	1.1	1.0	1.1	0.9	1.1	1.1	0.9	1.1	0.9	1.0	1.1	1.1	1.0	0.8500000000000001	0.9	0.9	1.1	0.8
SRR11006770	1.05	0.75	1.05	1.1	0.9	0.9	1.15	1.05	0.95	1.0	0.85	1.05	1.35	1.2	1.05	1.0	1.25	1.2	0.9
SRR14333881	0.9285714285714286	1.0	1.0	0.9285714285714286	0.8571428571428571	1.0714285714285714	0.9285714285714286	0.7857142857142857	0.9285714285714286	1.0	0.9285714285714286	1.0	1.2857142857142858	1.1428571428571428	0.9285714285714286	1.0	1.0	1.0	6.928571428571429
SRR11237985	0.875	1.0	1.0	1.125	0.875	0.875	1.0	0.875	1.0	1.25	1.125	1.125	0.875	1.0	0.9375	1.125	1.125	1.25	4.625
SRR11006939	0.9523809523809523	1.0952380952380953	1.0476190476190477	1.0476190476190477	0.9523809523809523	1.0476190476190477	1.1428571428571428	0.9523809523809523	1.0952380952380953	1.0	0.9523809523809523	1.0476190476190477	0.9285714285714286	0.9523809523809523	1.0952380952380953	0.9523809523809523	1.0952380952380953	1.0	0.7142857142857143
SRR11006579	0.9166666666666666	0.8333333333333334	1.0833333333333333	1.0	0.9166666666666666	1.1666666666666667	1.0833333333333333	0.9166666666666666	1.0833333333333333	0.9166666666666666	1.0	1.1666666666666667	1.25	1.25	1.1666666666666667	1.1666666666666667	0.9166666666666666	1.0	0.5833333333333334
SRR5562856	0.8888888888888888	1.0	0.8888888888888888	1.0	1.0	1.0	0.7777777777777778	0.4444444444444444	0.8888888888888888	1.0	1.1111111111111112	1.0	1.1111111111111112	1.1111111111111112	0.6666666666666666	0.8888888888888888	1.0	0.8888888888888888	0.5555555555555556
SRR11006508	0.9523809523809523	0.9047619047619048	1.0476190476190477	1.0	0.9047619047619048	1.0	1.0952380952380953	0.7619047619047619	1.0	1.0	1.0	1.0952380952380953	1.0	1.0952380952380953	1.0476190476190477	1.0952380952380953	1.0952380952380953	1.0476190476190477	0.8095238095238095
SRR11006543	0.9166666666666666	0.75	1.0	0.875	0.9583333333333334	0.9583333333333334	0.875	0.7916666666666666	1.0416666666666667	1.4583333333333333	0.9166666666666666	1.0416666666666667	1.0	1.0	0.9166666666666666	0.875	1.0416666666666667	1.125	0.9166666666666666
SRR11006795	1.1111111111111112	0.8333333333333334	1.0555555555555556	1.0	1.0	1.1111111111111112	1.1111111111111112	0.8888888888888888	1.0	0.9444444444444444	1.0	1.1666666666666667	1.2777777777777777	1.1111111111111112	1.0555555555555556	1.0555555555555556	1.3333333333333333	1.1111111111111112	1.1666666666666667
SRR11100188	0.75	1.0833333333333333	1.0833333333333333	1.0833333333333333	1.0833333333333333	0.9166666666666666	0.9166666666666666	0.8333333333333334	1.1666666666666667	0.75	1.0833333333333333	1.0833333333333333	1.25	1.0833333333333333	1.1666666666666667	0.9166666666666666	1.25	1.0	1.0
SRR11100105	1.2222222222222223	1.0	1.0	1.2222222222222223	0.8888888888888888	1.0	1.1111111111111112	1.0	1.1111111111111112	1.0	1.0	1.1111111111111112	1.0	1.1111111111111112	0.8888888888888888	1.1111111111111112	1.0	0.7777777777777778	0.5555555555555556
SRR11100162	1.3571428571428572	1.0714285714285714	0.9285714285714286	1.1428571428571428	0.9285714285714286	0.9285714285714286	1.0	0.7142857142857143	0.7857142857142857	1.1428571428571428	0.8571428571428571	1.1428571428571428	1.0714285714285714	1.0714285714285714	1.1428571428571428	1.0	0.7142857142857143	1.0	0.8571428571428571
SRR11006510	1.0	0.8695652173913043	1.1304347826086956	1.1304347826086956	0.9130434782608695	1.173913043478261	1.0	0.8260869565217391	1.0	1.0	0.9130434782608695	1.0434782608695652	1.0434782608695652	1.0434782608695652	1.0217391304347827	1.0434782608695652	0.9565217391304348	1.0	0.8260869565217391
SRR11238015	1.0	1.1666666666666667	1.0	0.6666666666666666	1.0	1.1666666666666667	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.1666666666666667	1.0	1.1666666666666667	1.0	1.1666666666666667	0.8333333333333334	8.166666666666666
SRR11237986	1.1428571428571428	1.0	0.8571428571428571	1.1428571428571428	0.8571428571428571	1.0	0.7142857142857143	1.0	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	0.8571428571428571	1.1428571428571428	1.1428571428571428	4.428571428571429
SRR11006916	0.9473684210526315	0.9473684210526315	1.2105263157894737	1.105263157894737	1.0	1.0526315789473684	0.9473684210526315	0.8421052631578947	1.0526315789473684	0.9473684210526315	0.9473684210526315	1.1578947368421053	1.0526315789473684	1.0526315789473684	1.1578947368421053	1.0526315789473684	1.105263157894737	0.8947368421052632	0.9473684210526315
