SampleID	Country	SubRegion	Region	Location	VSSC  median coverage	ACE1  median coverage	GSTE2  median coverage	GABA  median coverage
SRR11100104	USA	USA	Americas, East Kenya and others	Mexico: Cuernavaca	1.0	1.0	8.428571428571429	1.0714285714285714
SRR11100105	USA	USA	Americas, East Kenya and others	USA: Chula Vista	1.0	0.8	0.7	1.0
SRR11100109	USA	USA	Americas, East Kenya and others	USA: Calexico	1.0714285714285714	0.7857142857142857	3.9642857142857144	1.0
SRR11100110	USA	USA	Americas, East Kenya and others	USA: Calexico	1.2	1.2	11.649999999999999	1.1
SRR11100111	USA	USA	Americas, East Kenya and others	USA: Fowler	1.0	1.4444444444444444	1.2222222222222223	1.1111111111111112
SRR11100112	USA	USA	Americas, East Kenya and others	USA: El Centro	1.0	1.1818181818181819	0.9090909090909091	1.0909090909090908
SRR11100113	USA	USA	Americas, East Kenya and others	USA: El Centro	0.9166666666666666	1.25	4.208333333333334	0.75
SRR11100115	USA	USA	Americas, East Kenya and others	USA: Brawley/Calipatria	1.0	1.0	0.6499999999999999	1.5
SRR11100119	USA	USA	Americas, East Kenya and others	USA: Cathedral City/Palm Desert	1.1	1.2	0.8	0.8500000000000001
SRR11100120	USA	USA	Americas, East Kenya and others	USA: Mission Viejo	1.0	1.1	3.1	0.7
SRR11100121	USA	USA	Americas, East Kenya and others	USA: Mission Viejo	1.1	1.0	2.7	0.9
SRR11100122	USA	USA	Americas, East Kenya and others	USA: Fowler	1.0833333333333333	1.25	4.583333333333333	1.0833333333333333
SRR11100125	USA	USA	Americas, East Kenya and others	USA: Santa Ana	1.0	1.0909090909090908	1.0	0.8181818181818182
SRR11100126	USA	USA	Americas, East Kenya and others	USA: Garden Grove	1.0	1.0	1.0	0.8181818181818182
SRR11100127	USA	USA	Americas, East Kenya and others	USA: Garden Grove	1.0	1.2	1.0	1.0
SRR11100128	USA	USA	Americas, East Kenya and others	USA: Orange	1.1	1.2	3.5	1.1
SRR11100129	USA	USA	Americas, East Kenya and others	USA: Orange	1.0	1.3	3.2	1.0
SRR11100131	USA	USA	Americas, East Kenya and others	USA: Anaheim	1.0	1.0	2.4	0.7
SRR11100133	USA	USA	Americas, East Kenya and others	USA: Sanger	0.8888888888888888	1.2222222222222223	4.666666666666667	0.8888888888888888
SRR11100134	USA	USA	Americas, East Kenya and others	USA: La Palma/Stanton	0.8181818181818182	0.9090909090909091	0.7272727272727273	0.6363636363636364
SRR11100135	USA	USA	Americas, East Kenya and others	USA: La Palma/Stanton	0.9166666666666666	0.9166666666666666	0.75	0.8333333333333334
SRR11100136	USA	USA	Americas, East Kenya and others	USA: La Palma/Stanton	1.0	1.0909090909090908	0.5454545454545454	0.9090909090909091
SRR11100137	USA	USA	Americas, East Kenya and others	USA: Riverside	0.9166666666666666	0.8333333333333334	0.5	0.6666666666666666
SRR11100138	USA	USA	Americas, East Kenya and others	USA: Riverside	1.25	1.0833333333333333	4.583333333333333	0.8333333333333334
SRR11100139	USA	USA	Americas, East Kenya and others	USA: Riverside	1.5	1.1666666666666667	1.3333333333333333	0.8333333333333334
SRR11100141	USA	USA	Americas, East Kenya and others	USA: La Habra	0.8888888888888888	1.1111111111111112	5.111111111111111	0.9444444444444444
SRR11100142	USA	USA	Americas, East Kenya and others	USA: La Habra	1.0	1.0555555555555556	1.2222222222222223	0.8888888888888888
SRR11100146	USA	USA	Americas, East Kenya and others	USA: Brea	0.8181818181818182	1.0909090909090908	1.8636363636363638	1.0
SRR11100147	USA	USA	Americas, East Kenya and others	USA: Brea	1.1	0.95	0.6499999999999999	1.2
SRR11100148	USA	USA	Americas, East Kenya and others	USA: Downey	1.0833333333333333	0.7916666666666667	0.875	1.0
SRR11100149	USA	USA	Americas, East Kenya and others	USA: Downey	1.0	1.2	1.1	0.8
SRR11100150	USA	USA	Americas, East Kenya and others	USA: Downey	1.0	1.0	0.5	0.9
SRR11100152	USA	USA	Americas, East Kenya and others	USA: Whittier	1.0	0.9230769230769231	1.6923076923076923	1.0
SRR11100154	USA	USA	Americas, East Kenya and others	USA: Hacienda Heights	1.1111111111111112	1.1111111111111112	0.7777777777777778	0.8888888888888888
SRR11100157	USA	USA	Americas, East Kenya and others	USA: Montery Park	1.0	1.0714285714285714	0.8571428571428571	0.9285714285714286
SRR11100159	USA	USA	Americas, East Kenya and others	USA: East Los Angeles	1.2	1.3	4.1	1.0
SRR11100161	USA	USA	Americas, East Kenya and others	USA: Pomona/Montclair	0.9375	0.9375	1.0625	1.0625
SRR11100162	USA	USA	Americas, East Kenya and others	USA: Pomona/Montclair	0.9333333333333333	1.0666666666666667	0.8	1.0
SRR11100163	USA	USA	Americas, East Kenya and others	USA: Pomona/Montclair	1.375	1.0625	0.75	0.875
SRR11100166	USA	USA	Americas, East Kenya and others	USA: Kerman	1.0833333333333333	0.8333333333333334	0.6666666666666666	1.0
SRR11100167	USA	USA	Americas, East Kenya and others	USA: Colton	0.9	1.1	0.5	1.0
SRR11100168	USA	USA	Americas, East Kenya and others	USA: Alhambra	0.875	1.0	2.0625	0.75
SRR11100169	USA	USA	Americas, East Kenya and others	USA: Alhambra	0.9	1.1	0.9	0.9
SRR11100170	USA	USA	Americas, East Kenya and others	USA: Alhambra	1.0	1.0909090909090908	0.7272727272727273	0.9090909090909091
SRR11100171	USA	USA	Americas, East Kenya and others	USA: Arvin	0.9	1.2	4.1	1.1
SRR11100172	USA	USA	Americas, East Kenya and others	USA: Arvin	1.0	0.9090909090909091	0.6363636363636364	0.9090909090909091
SRR11100173	USA	USA	Americas, East Kenya and others	USA: Exeter	0.8709677419354839	1.096774193548387	0.7741935483870968	1.0
SRR11100174	USA	USA	Americas, East Kenya and others	USA: Corcoran	0.9	0.9	8.6	1.1
SRR11100176	USA	USA	Americas, East Kenya and others	USA: Tulare	1.0769230769230769	1.0769230769230769	0.7692307692307693	1.1538461538461537
SRR11100177	USA	USA	Americas, East Kenya and others	USA: Kerman	1.0	1.1666666666666667	0.6666666666666666	0.875
SRR11100178	USA	USA	Americas, East Kenya and others	USA: Lenmoore	1.0	1.0	0.6499999999999999	1.1
SRR11100181	USA	USA	Americas, East Kenya and others	USA: Visalia	1.0	0.8333333333333334	0.5833333333333334	0.9166666666666666
SRR11100183	USA	USA	Americas, East Kenya and others	USA: Visalia	1.0	1.2727272727272727	0.9090909090909091	0.7272727272727273
SRR11100184	USA	USA	Americas, East Kenya and others	USA: Hanford	1.0	1.2	9.3	1.0
SRR11100185	USA	USA	Americas, East Kenya and others	USA: Hanford	0.9090909090909091	1.0	1.0	1.0909090909090908
SRR11100186	USA	USA	Americas, East Kenya and others	USA: Hanford	1.0	0.8181818181818182	9.545454545454545	1.0
SRR11100188	USA	USA	Americas, East Kenya and others	USA: Clovis	1.0	1.1666666666666667	1.1666666666666667	0.9166666666666666
SRR11100191	USA	USA	Americas, East Kenya and others	USA: Kingsburg	1.0	1.2727272727272727	0.9090909090909091	1.1818181818181819
SRR11100196	USA	USA	Americas, East Kenya and others	USA: Reedley	0.9230769230769231	1.0	4.230769230769231	0.8461538461538461
SRR11100197	USA	USA	Americas, East Kenya and others	USA: Reedley	1.0	1.0833333333333333	0.9166666666666666	1.0
SRR11100198	S. Africa	S. Africa	East Kenya and South Africa	South Africa: Shingwedzi	0.96	0.98	0.96	0.96
SRR11100200	S. Africa	S. Africa	East Kenya and South Africa	South Africa: Pretoria	0.8181818181818182	0.9090909090909091	0.7272727272727273	0.8181818181818182
SRR11100202	USA	USA	Americas, East Kenya and others	USA: Fowler	1.125	1.0	0.5	1.125
SRR11100203	USA	USA	Americas, East Kenya and others	USA: Fresno	1.103448275862069	1.0	0.8620689655172413	0.8620689655172413
SRR11196609	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	0.9565217391304348	1.0434782608695652	1.5434782608695654	0.9565217391304348
SRR11196611	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.375	1.0833333333333333	4.458333333333333	1.125
SRR11196612	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0454545454545454	1.1363636363636365	9.136363636363637	1.0454545454545454
SRR11196613	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.03125	1.0625	4.625	1.046875
SRR11196614	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0294117647058822	0.9705882352941176	10.367647058823529	0.8529411764705882
SRR11196615	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0	1.0	10.608695652173912	1.1304347826086956
SRR11196616	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	0.96	1.2	0.88	1.12
SRR11196617	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0333333333333334	1.0833333333333335	0.8333333333333334	0.9166666666666667
SRR11196618	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.08	0.96	0.8	0.88
SRR11196619	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0	1.15	0.9	0.95
SRR11196620	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.0	1.0689655172413792	1.3620689655172415	1.206896551724138
SRR11196621	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0	1.0	1.4	1.05
SRR11196622	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0	1.25	0.9545454545454546	1.0454545454545454
SRR11196623	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	0.9047619047619048	1.0714285714285716	0.6666666666666666	0.8095238095238095
SRR11196624	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0	1.1363636363636365	0.7727272727272727	1.0
SRR11196625	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0	0.9523809523809523	0.9523809523809523	0.8571428571428571
SRR11196626	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0952380952380953	1.0238095238095237	0.9523809523809523	0.9523809523809523
SRR11196627	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0	1.1923076923076923	0.9230769230769231	1.0
SRR11196628	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.05	1.15	1.1	1.0
SRR11196629	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.0416666666666667	1.1666666666666667	0.7916666666666666	0.9166666666666666
SRR11196630	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	0.9583333333333334	1.2083333333333333	1.0416666666666667	0.9583333333333334
SRR11196631	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.4242424242424243	1.0303030303030303	1.5151515151515151	1.121212121212121
SRR11196632	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	0.92	1.12	0.84	1.04
SRR11196633	Kenya	East Kenya	East Kenya and South Africa	Kenya: Rabai	1.1	1.15	1.0	1.15
SRR11196634	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0	1.0454545454545454	0.9545454545454546	1.0681818181818181
SRR11196635	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0	1.1363636363636365	1.2272727272727273	1.0
SRR11196636	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	0.96	1.08	1.04	1.04
SRR11196637	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0	1.1923076923076923	0.8846153846153846	1.1153846153846154
SRR11196638	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.1363636363636365	1.1818181818181819	1.1363636363636365	1.0909090909090908
SRR11196639	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	0.96	1.04	0.88	1.0
SRR11196640	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	0.9615384615384616	1.0769230769230769	0.8846153846153846	1.0769230769230769
SRR11196641	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.3333333333333333	1.1	1.7333333333333334	1.1
SRR11196642	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	0.8709677419354839	0.9838709677419355	1.5483870967741935	0.967741935483871
SRR11196643	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	0.96	1.04	9.780000000000001	0.96
SRR11196644	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0	1.0769230769230769	8.28846153846154	1.1153846153846154
SRR11196645	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	0.9655172413793104	0.9655172413793104	0.6896551724137931	1.1724137931034482
SRR11196646	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0454545454545454	0.9545454545454546	8.636363636363637	1.0
SRR11196647	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0	1.173913043478261	7.760869565217391	1.0869565217391304
SRR11196648	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.3478260869565217	1.0869565217391304	4.369565217391305	1.0
SRR11196649	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	0.9565217391304348	1.0869565217391304	7.695652173913044	1.173913043478261
SRR11196650	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0454545454545454	1.0	8.84090909090909	1.0909090909090908
SRR11196651	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	1.0	1.0434782608695652	4.869565217391305	1.108695652173913
SRR11196652	Mexico	Mexico	Americas, East Kenya and others	Mexico: Tapachula	0.9583333333333334	0.9583333333333334	4.75	1.0416666666666667
SRR11196653	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.032258064516129	1.1290322580645162	0.9354838709677419	1.096774193548387
SRR11196654	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	0.9473684210526315	1.0526315789473684	1.736842105263158	1.0
SRR11196655	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0	1.04	0.96	1.0
SRR11196656	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	0.9428571428571428	1.1428571428571428	1.0285714285714285	1.0285714285714285
SRR11196657	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0	1.04	1.0	1.16
SRR11196658	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0	0.9705882352941176	0.8235294117647058	1.0
SRR11196659	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.1304347826086956	1.0869565217391304	1.2608695652173914	1.1304347826086956
SRR11196660	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	0.9666666666666667	1.0	0.7666666666666667	1.1
SRR11196661	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	1.0714285714285714	1.1428571428571428	1.1071428571428572	1.0714285714285714
SRR11196662	Ghana	Ghana	West and Central Africa	Ghana: Larabanga	0.9090909090909091	1.1363636363636365	0.9545454545454546	1.0
SRR11196663	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.1111111111111112	1.1111111111111112	1.0555555555555556	1.1666666666666667
SRR11196664	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.08	0.96	0.92	1.12
SRR11196665	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.0	1.0384615384615385	1.1153846153846154	1.1153846153846154
SRR11196666	Gabon	Gabon	West and Central Africa	Gabon: Franceville	0.9655172413793104	1.1724137931034482	1.0344827586206897	1.0344827586206897
SRR11196667	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	1.2083333333333333	0.9583333333333334	0.8333333333333334
SRR11196668	Gabon	Gabon	West and Central Africa	Gabon: Franceville	0.8888888888888888	0.9259259259259259	0.8888888888888888	0.8518518518518519
SRR11196669	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0769230769230769	1.2307692307692308	1.0	1.0
SRR11196670	Gabon	Gabon	West and Central Africa	Gabon: Franceville	0.9130434782608695	0.9565217391304348	0.9565217391304348	0.9782608695652174
SRR11196671	Gabon	Gabon	West and Central Africa	Gabon: Franceville	0.9090909090909091	1.1363636363636365	0.9090909090909091	0.8181818181818182
SRR11196672	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	1.2173913043478262	0.9130434782608695	0.9565217391304348
SRR11196673	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	1.0869565217391304	0.9130434782608695	0.9565217391304348
SRR11196674	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	0.95	0.9	1.0
SRR11196675	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	1.15	0.9	0.9
SRR11196676	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.1111111111111112	1.1481481481481481	1.4444444444444444	1.1481481481481481
SRR11196677	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0416666666666667	1.0416666666666667	1.2916666666666667	1.0833333333333333
SRR11196678	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0571428571428572	1.0857142857142856	1.0285714285714285	0.9714285714285714
SRR11196679	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	1.1851851851851851	0.9814814814814814	0.8888888888888888
SRR11196680	Gabon	Gabon	West and Central Africa	Gabon: Franceville	1.0	1.0	0.8260869565217391	1.0
SRR11196681	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.3125	1.125	1.75	1.0
SRR11196682	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.3703703703703705	0.9629629629629629	1.0740740740740742	1.0555555555555556
SRR11196683	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.0	1.0357142857142858	1.6071428571428572	1.0357142857142858
SRR11196684	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	0.9259259259259259	1.0740740740740742	1.6666666666666667	1.1851851851851851
SRR11196685	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	0.92	1.12	1.2	0.92
SRR11196686	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.037037037037037	1.0740740740740742	1.3703703703703705	1.0740740740740742
SRR11196687	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.037037037037037	1.037037037037037	1.6296296296296295	0.9259259259259259
SRR11196688	American Samoa	American Samoa	Americas, East Kenya and others	American Samoa:Tutuila island	1.0869565217391304	1.0869565217391304	1.9130434782608696	1.0434782608695652
SRR11237929	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.6818181818181819
SRR11237930	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.8	1.6	0.8
SRR11237931	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.9	0.4	1.2
SRR11237933	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8571428571428571	1.1428571428571428	1.1428571428571428	1.1428571428571428
SRR11237935	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.7777777777777778	1.0	0.7777777777777778	0.6666666666666666
SRR11237936	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.1428571428571428	0.8571428571428571	0.8571428571428571	1.1428571428571428
SRR11237937	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8333333333333334	0.75	0.8333333333333334	1.0
SRR11237938	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.9090909090909091	0.9090909090909091	0.6363636363636364	0.8636363636363636
SRR11237939	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8571428571428571	0.8571428571428571	1.1428571428571428	0.7142857142857143
SRR11237940	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.6666666666666666	0.8333333333333334	4.666666666666667	0.8333333333333334
SRR11237941	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8333333333333334	0.6666666666666666	1.1666666666666667	1.5
SRR11237942	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.75	0.75	0.375	0.375
SRR11237944	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.875	1.125	0.75	1.0
SRR11237945	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.6666666666666666	1.1666666666666667	0.8333333333333334	0.75
SRR11237948	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0833333333333333	1.0833333333333333	1.0	1.0833333333333333
SRR11237949	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8	1.2	1.0	0.8
SRR11237950	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.0	0.8	0.9
SRR11237952	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.9	4.6	0.7
SRR11237954	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8181818181818182	1.1818181818181819	0.9090909090909091	0.9090909090909091
SRR11237955	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8181818181818182	1.0909090909090908	6.090909090909091	1.0909090909090908
SRR11237958	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.4	0.6	4.6	0.8
SRR11237959	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.0	5.0	0.75
SRR11237960	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.9090909090909091	0.7272727272727273	0.8181818181818182
SRR11237961	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.875	1.125	0.4375	0.9375
SRR11237963	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8	0.8	5.0	0.8
SRR11237964	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8	1.0	0.8	0.6
SRR11237965	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.2222222222222223	6.222222222222222	1.0
SRR11237966	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.125	10.625	0.875
SRR11237971	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.7777777777777778	0.7777777777777778	0.8888888888888888	0.8888888888888888
SRR11237972	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.875	0.875	0.875	0.875
SRR11237975	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.0	0.6666666666666666	1.1666666666666667
SRR11237977	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.2	0.6	1.4	1.0
SRR11237978	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.0	1.0	1.1666666666666667
SRR11237981	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8333333333333334	0.6666666666666666	0.5	0.8333333333333334
SRR11237982	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.9166666666666666	0.9166666666666666	5.666666666666667	1.0
SRR11237985	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.125	1.0	5.25	0.875
SRR11237986	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.1428571428571428	5.714285714285714	0.7142857142857143
SRR11237987	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8571428571428571	0.8571428571428571	9.285714285714286	0.8571428571428571
SRR11237988	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8571428571428571	0.7142857142857143	5.571428571428571	1.0
SRR11237989	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.1666666666666667	1.3333333333333333	1.3333333333333333	1.3333333333333333
SRR11237991	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.9	0.9	0.7	1.1
SRR11237992	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.7777777777777778	1.0	1.1111111111111112	0.8888888888888888
SRR11237997	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8571428571428571	0.8571428571428571	0.5714285714285714	1.2857142857142858
SRR11237998	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.1666666666666667	5.333333333333333	1.1666666666666667
SRR11237999	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.2	3.8	1.4
SRR11238002	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.6666666666666666	0.8333333333333334	0.9166666666666667
SRR11238003	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.8571428571428571	0.8571428571428571	1.2857142857142858
SRR11238004	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.3333333333333333	1.1666666666666667	1.0
SRR11238006	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.6666666666666666	1.0	0.0
SRR11238007	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.0	1.1666666666666667	1.0
SRR11238008	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.875	0.875	0.75	0.75
SRR11238009	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.7272727272727273	0.6363636363636364	6.363636363636363	0.6363636363636364
SRR11238010	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.6	1.0	1.0
SRR11238011	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.875	0.75	0.75	0.875
SRR11238014	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8333333333333334	0.6666666666666666	0.5	0.8333333333333334
SRR11238015	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	0.8333333333333334	10.083333333333332	0.6666666666666666
SRR11238017	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.875	0.875	0.75	1.0
SRR11238018	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.125	1.0	11.25	0.75
SRR11238019	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.1428571428571428	1.0	12.428571428571429	0.8571428571428571
SRR11238020	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	1.0	1.125	0.375	0.625
SRR11238022	USA	USA	Americas, East Kenya and others	USA: Fresno/Clovis CA	0.8333333333333334	0.8333333333333334	5.5	1.0
SRR14196803	LAB	LAB	Americas, East Kenya and others	Austria	0.9285714285714286	0.9464285714285714	4.303571428571429	0.9285714285714286
SRR14196805	LAB	LAB	Americas, East Kenya and others	Austria	1.1481481481481481	1.037037037037037	1.5925925925925926	1.0
SRR14196806	LAB	LAB	Americas, East Kenya and others	USA	0.9649122807017544	1.0350877192982457	0.6842105263157895	0.9649122807017544
SRR14196807	LAB	LAB	Americas, East Kenya and others	USA	0.9821428571428571	1.0357142857142858	0.7142857142857143	1.0357142857142858
SRR14196811	LAB	LAB	Americas, East Kenya and others	Austria	1.0714285714285714	1.0714285714285714	4.571428571428571	1.1071428571428572
SRR14333858	USA	USA	Americas, East Kenya and others	USA: Ae13CLOV039, CA	1.1	0.9	4.7	1.3
SRR14333859	USA	USA	Americas, East Kenya and others	USA: Ae13CLOV038, CA	1.0	0.8	5.45	0.9
SRR14333860	USA	USA	Americas, East Kenya and others	USA: Ae13CLOV037, CA	1.0	0.9090909090909091	9.272727272727273	0.6363636363636364
SRR14333862	USA	USA	Americas, East Kenya and others	USA: Ae20HLSB004, FL	1.0714285714285714	1.0	0.5714285714285714	0.8571428571428571
SRR14333863	USA	USA	Americas, East Kenya and others	USA: Ae20SFRD011, FL	1.0714285714285714	1.0	0.6428571428571429	1.0
SRR14333870	USA	USA	Americas, East Kenya and others	USA: Ae20SARA002, FL	1.1666666666666667	1.2083333333333335	3.9166666666666665	0.8333333333333334
SRR14333871	USA	USA	Americas, East Kenya and others	USA: Ae20SARA001, FL	1.1666666666666667	1.0	4.5	1.2083333333333335
